image_id,vg_vehicle_objs,clip_count_pred,confidence,max_softmax,image_path
546,1,2,0.20805757742345976,0.3172816850490587,C:\Users\ilios\Desktop\images\546.jpg
581,6,2,0.26403078695062665,0.3830429266137272,C:\Users\ilios\Desktop\images\581.jpg
585,5,7,0.5924927072386441,0.7401861438452314,C:\Users\ilios\Desktop\images\585.jpg
587,2,4,0.4907073882622034,0.47180605789208957,C:\Users\ilios\Desktop\images\587.jpg
588,1,4,0.6142318882342319,0.8017463408280933,C:\Users\ilios\Desktop\images\588.jpg
589,3,4,0.22777225399153456,0.3633144970841002,C:\Users\ilios\Desktop\images\589.jpg
590,1,4,0.831928683939953,0.9326939823260382,C:\Users\ilios\Desktop\images\590.jpg
594,1,4,0.5006073302826992,0.6038702281350408,C:\Users\ilios\Desktop\images\594.jpg
596,3,4,0.35615093455005575,0.3436140078823488,C:\Users\ilios\Desktop\images\596.jpg
597,3,4,0.33167468379334997,0.3708422622223529,C:\Users\ilios\Desktop\images\597.jpg
599,1,4,0.6529419055784265,0.8131041127259631,C:\Users\ilios\Desktop\images\599.jpg
600,1,4,0.45131584243743816,0.5225502629664608,C:\Users\ilios\Desktop\images\600.jpg
601,5,7,0.418170248487188,0.5221340868895363,C:\Users\ilios\Desktop\images\601.jpg
604,1,4,0.4078785842771988,0.5258163406281973,C:\Users\ilios\Desktop\images\604.jpg
605,1,7,0.33449983759463997,0.5045705576732916,C:\Users\ilios\Desktop\images\605.jpg
606,4,7,0.3962196103380482,0.4690741020623464,C:\Users\ilios\Desktop\images\606.jpg
608,3,7,0.4414743258494428,0.44320742753314946,C:\Users\ilios\Desktop\images\608.jpg
610,2,7,0.4297994368477025,0.4587033293948119,C:\Users\ilios\Desktop\images\610.jpg
611,3,2,0.28749896463103064,0.3354313970844382,C:\Users\ilios\Desktop\images\611.jpg
612,5,2,0.35140201222529965,0.4112687511372006,C:\Users\ilios\Desktop\images\612.jpg
618,8,5,0.35595077181402524,0.45082073754097496,C:\Users\ilios\Desktop\images\618.jpg
619,3,4,0.5691418909745711,0.7524035469408105,C:\Users\ilios\Desktop\images\619.jpg
620,2,4,0.5430329515488025,0.7429101464092935,C:\Users\ilios\Desktop\images\620.jpg
621,2,4,0.5099291135395645,0.7130869751169666,C:\Users\ilios\Desktop\images\621.jpg
624,1,2,0.5558220884967191,0.7510887701376265,C:\Users\ilios\Desktop\images\624.jpg
625,3,5,0.5359790959349628,0.6335419780258281,C:\Users\ilios\Desktop\images\625.jpg
626,6,4,0.5373083529966216,0.6578999370986433,C:\Users\ilios\Desktop\images\626.jpg
627,2,4,0.4598979768156699,0.6094465687721359,C:\Users\ilios\Desktop\images\627.jpg
629,2,7,0.5931177185641447,0.7788101508117432,C:\Users\ilios\Desktop\images\629.jpg
630,2,4,0.5573708895289471,0.48459282434463186,C:\Users\ilios\Desktop\images\630.jpg
633,3,4,0.7982471004866339,0.9109360850142897,C:\Users\ilios\Desktop\images\633.jpg
636,1,4,0.46786096212331785,0.6286562746959811,C:\Users\ilios\Desktop\images\636.jpg
644,1,4,0.47516370926651874,0.7095317651776158,C:\Users\ilios\Desktop\images\644.jpg
646,1,4,0.3936015406417378,0.6697664404131215,C:\Users\ilios\Desktop\images\646.jpg
647,4,6,0.17185906182602084,0.2923024696749803,C:\Users\ilios\Desktop\images\647.jpg
677,1,4,0.454606981386251,0.658373797896822,C:\Users\ilios\Desktop\images\677.jpg
692,1,4,0.19340604349514412,0.3954626122050357,C:\Users\ilios\Desktop\images\692.jpg
698,1,0,0.24006529502815743,0.28883988530055427,C:\Users\ilios\Desktop\images\698.jpg
700,4,4,0.8455394945771748,0.938533147464888,C:\Users\ilios\Desktop\images\700.jpg
712,1,4,0.7910713737589481,0.9005625211069587,C:\Users\ilios\Desktop\images\712.jpg
713,2,2,0.5282096856892768,0.722777161460713,C:\Users\ilios\Desktop\images\713.jpg
714,4,2,0.528360572257663,0.7204073494083337,C:\Users\ilios\Desktop\images\714.jpg
721,2,2,0.2723859769725131,0.4238063963470436,C:\Users\ilios\Desktop\images\721.jpg
723,1,4,0.24881970868434666,0.3757812804366801,C:\Users\ilios\Desktop\images\723.jpg
725,4,2,0.4435392340559152,0.6213366803573538,C:\Users\ilios\Desktop\images\725.jpg
726,2,2,0.3634904179915416,0.5011762819528519,C:\Users\ilios\Desktop\images\726.jpg
737,2,4,0.3444379500818857,0.39095369800050356,C:\Users\ilios\Desktop\images\737.jpg
741,1,4,0.5832688721700916,0.7551779649137204,C:\Users\ilios\Desktop\images\741.jpg
743,1,4,0.3754552908140554,0.64638824263113,C:\Users\ilios\Desktop\images\743.jpg
747,1,4,0.20453219058956618,0.31626470499204,C:\Users\ilios\Desktop\images\747.jpg
749,1,1,0.2936250610514809,0.47581878039795417,C:\Users\ilios\Desktop\images\749.jpg
753,1,1,0.4598443159591443,0.7050645473298622,C:\Users\ilios\Desktop\images\753.jpg
757,1,4,0.3883595307731921,0.6159361493658371,C:\Users\ilios\Desktop\images\757.jpg
760,1,4,0.24494383066112724,0.4063488665113741,C:\Users\ilios\Desktop\images\760.jpg
762,1,2,0.19725225908391575,0.32685788360438994,C:\Users\ilios\Desktop\images\762.jpg
763,3,2,0.2886591212824987,0.46429223434399763,C:\Users\ilios\Desktop\images\763.jpg
764,1,4,0.28688797751394546,0.4421310407424583,C:\Users\ilios\Desktop\images\764.jpg
765,1,4,0.28861462496384305,0.4120841952076372,C:\Users\ilios\Desktop\images\765.jpg
766,1,1,0.26257565234916613,0.3124490560472941,C:\Users\ilios\Desktop\images\766.jpg
767,2,4,0.5073567283829414,0.7181905100483507,C:\Users\ilios\Desktop\images\767.jpg
768,1,4,0.8205254007202653,0.9213042373268653,C:\Users\ilios\Desktop\images\768.jpg
770,3,2,0.1948927899711902,0.2779250944148707,C:\Users\ilios\Desktop\images\770.jpg
771,2,2,0.22875869837322682,0.4613834147300273,C:\Users\ilios\Desktop\images\771.jpg
772,7,2,0.2850896232624258,0.3724317548019908,C:\Users\ilios\Desktop\images\772.jpg
773,3,2,0.796200457535617,0.8999240190447794,C:\Users\ilios\Desktop\images\773.jpg
778,1,4,0.5820578829130979,0.5188886068325045,C:\Users\ilios\Desktop\images\778.jpg
779,1,2,0.6203708886021682,0.6960212923103513,C:\Users\ilios\Desktop\images\779.jpg
782,3,2,0.5073548831849535,0.6752502453633943,C:\Users\ilios\Desktop\images\782.jpg
785,1,2,0.6481172205523618,0.7557993383914454,C:\Users\ilios\Desktop\images\785.jpg
788,4,2,0.7972011940098418,0.8993709151671904,C:\Users\ilios\Desktop\images\788.jpg
790,1,1,0.5272535968733689,0.7376458767257699,C:\Users\ilios\Desktop\images\790.jpg
792,7,1,0.5488903995884694,0.7247374254407987,C:\Users\ilios\Desktop\images\792.jpg
802,3,1,0.5529847186764147,0.7522049808334754,C:\Users\ilios\Desktop\images\802.jpg
804,1,1,0.7563636240310484,0.8676534812825393,C:\Users\ilios\Desktop\images\804.jpg
806,8,2,0.218802972475295,0.3191204255422057,C:\Users\ilios\Desktop\images\806.jpg
807,3,4,0.6081382326691445,0.797648996327823,C:\Users\ilios\Desktop\images\807.jpg
809,2,1,0.4452960360542848,0.6939664573088453,C:\Users\ilios\Desktop\images\809.jpg
812,1,1,0.19044210434181919,0.3079615918322017,C:\Users\ilios\Desktop\images\812.jpg
819,3,2,0.4470993988572083,0.5650831051285331,C:\Users\ilios\Desktop\images\819.jpg
820,2,1,0.3314628181057856,0.4062768288077264,C:\Users\ilios\Desktop\images\820.jpg
821,3,1,0.47380213021169604,0.6542859246432136,C:\Users\ilios\Desktop\images\821.jpg
822,3,1,0.23799525296127633,0.3292499033340328,C:\Users\ilios\Desktop\images\822.jpg
823,1,2,0.3054825144800656,0.3812630753616722,C:\Users\ilios\Desktop\images\823.jpg
827,4,4,0.6584842719450423,0.8258735213181649,C:\Users\ilios\Desktop\images\827.jpg
829,2,4,0.3786085107793058,0.5788531745730208,C:\Users\ilios\Desktop\images\829.jpg
833,1,4,0.5896320174541831,0.6605709176802261,C:\Users\ilios\Desktop\images\833.jpg
834,3,4,0.5585899686085771,0.6560990512655872,C:\Users\ilios\Desktop\images\834.jpg
835,4,4,0.6967203356819727,0.8174151983852798,C:\Users\ilios\Desktop\images\835.jpg
836,1,4,0.5510517905500626,0.6567779086811654,C:\Users\ilios\Desktop\images\836.jpg
837,3,4,0.6729640313802131,0.828420881726024,C:\Users\ilios\Desktop\images\837.jpg
838,1,2,0.34780850384242934,0.5189866234486198,C:\Users\ilios\Desktop\images\838.jpg
839,6,2,0.42489679170404604,0.49535401398278645,C:\Users\ilios\Desktop\images\839.jpg
848,5,4,0.6477612916128391,0.8025001067251429,C:\Users\ilios\Desktop\images\848.jpg
849,4,4,0.5533805379556871,0.5673412452312048,C:\Users\ilios\Desktop\images\849.jpg
850,1,4,0.8058490632237134,0.9147226492693193,C:\Users\ilios\Desktop\images\850.jpg
857,2,2,0.7453669936032581,0.8273655648206829,C:\Users\ilios\Desktop\images\857.jpg
858,7,2,0.6377997973571018,0.7460936378501459,C:\Users\ilios\Desktop\images\858.jpg
861,1,4,0.40942150357396623,0.505299456136613,C:\Users\ilios\Desktop\images\861.jpg
863,3,4,0.6351631587503295,0.8129171854164833,C:\Users\ilios\Desktop\images\863.jpg
864,1,4,0.6788168119885136,0.8508651369600138,C:\Users\ilios\Desktop\images\864.jpg
867,1,4,0.6554443343333938,0.8056557001111296,C:\Users\ilios\Desktop\images\867.jpg
868,5,5,0.33799691285858724,0.4207557830653065,C:\Users\ilios\Desktop\images\868.jpg
869,1,4,0.6202373140248505,0.8024509650643961,C:\Users\ilios\Desktop\images\869.jpg
871,5,2,0.29015003319216237,0.4462242227138678,C:\Users\ilios\Desktop\images\871.jpg
872,1,2,0.16781440024657535,0.36982227642784915,C:\Users\ilios\Desktop\images\872.jpg
873,1,2,0.20212135102834272,0.35408669082295346,C:\Users\ilios\Desktop\images\873.jpg
874,1,1,0.2794176492829913,0.39307054009322073,C:\Users\ilios\Desktop\images\874.jpg
875,1,2,0.11664795675969208,0.28363891677698577,C:\Users\ilios\Desktop\images\875.jpg
876,6,4,0.30797098724975236,0.5607987989221022,C:\Users\ilios\Desktop\images\876.jpg
887,1,4,0.8348912775543528,0.9292628142212508,C:\Users\ilios\Desktop\images\887.jpg
888,5,4,0.5274084179467706,0.7503175685236285,C:\Users\ilios\Desktop\images\888.jpg
901,2,5,0.29631288982314463,0.5542597883164888,C:\Users\ilios\Desktop\images\901.jpg
913,2,2,0.4443448522108251,0.5473558288628372,C:\Users\ilios\Desktop\images\913.jpg
921,1,4,0.2783030276357453,0.5197705442647831,C:\Users\ilios\Desktop\images\921.jpg
928,2,2,0.7706344929572999,0.8877537432074334,C:\Users\ilios\Desktop\images\928.jpg
953,6,4,0.36230694405995,0.5383580994572347,C:\Users\ilios\Desktop\images\953.jpg
960,1,2,0.20851070709031305,0.44422569651443466,C:\Users\ilios\Desktop\images\960.jpg
963,3,4,0.44623462682303183,0.6925738218606974,C:\Users\ilios\Desktop\images\963.jpg
985,3,4,0.5162344768769744,0.701983083985109,C:\Users\ilios\Desktop\images\985.jpg
1010,2,0,0.4657249016142213,0.6689142249783645,C:\Users\ilios\Desktop\images\1010.jpg
1066,1,0,0.4175904913982871,0.6266400323562082,C:\Users\ilios\Desktop\images\1066.jpg
1074,2,0,0.44429234805403595,0.4595087545410286,C:\Users\ilios\Desktop\images\1074.jpg
1099,1,0,0.6503357244769608,0.8294306840092353,C:\Users\ilios\Desktop\images\1099.jpg
1124,2,4,0.6324630655269474,0.81170866366399,C:\Users\ilios\Desktop\images\1124.jpg
1198,1,4,0.8197611019857449,0.9326907839692783,C:\Users\ilios\Desktop\images\1198.jpg
1228,1,4,0.6336975182672808,0.8266019796365013,C:\Users\ilios\Desktop\images\1228.jpg
1229,1,2,0.5832011678542506,0.6945694163461796,C:\Users\ilios\Desktop\images\1229.jpg
1258,1,4,0.7196132280467322,0.8727770032432024,C:\Users\ilios\Desktop\images\1258.jpg
1259,8,2,0.24648817186475602,0.44938878128991794,C:\Users\ilios\Desktop\images\1259.jpg
1269,1,0,0.13467197393295915,0.26967739201990826,C:\Users\ilios\Desktop\images\1269.jpg
1287,4,4,0.28972925817725825,0.49519808049616165,C:\Users\ilios\Desktop\images\1287.jpg
1317,1,0,0.7591501098616786,0.8964055985853292,C:\Users\ilios\Desktop\images\1317.jpg
1321,1,4,0.22220417644609824,0.45659510174304563,C:\Users\ilios\Desktop\images\1321.jpg
1324,10,2,0.35504714410048344,0.6226017047711038,C:\Users\ilios\Desktop\images\1324.jpg
1380,3,1,0.47863446915192076,0.7170908125256555,C:\Users\ilios\Desktop\images\1380.jpg
1382,3,1,0.3649220978569725,0.4526091879550962,C:\Users\ilios\Desktop\images\1382.jpg
1383,3,1,0.1705953242317737,0.3977270562159,C:\Users\ilios\Desktop\images\1383.jpg
1385,2,2,0.26204996758803034,0.4658480372262475,C:\Users\ilios\Desktop\images\1385.jpg
1403,3,2,0.6437249135894642,0.6627814012719544,C:\Users\ilios\Desktop\images\1403.jpg
1404,3,2,0.6486584563315381,0.770883924446672,C:\Users\ilios\Desktop\images\1404.jpg
1405,1,2,0.8274947177561147,0.9191205690599472,C:\Users\ilios\Desktop\images\1405.jpg
1406,2,2,0.9504429564406943,0.9837590826123453,C:\Users\ilios\Desktop\images\1406.jpg
1407,1,2,0.6773580325340793,0.752210541089618,C:\Users\ilios\Desktop\images\1407.jpg
1408,1,4,0.5666058039335369,0.5170894132905297,C:\Users\ilios\Desktop\images\1408.jpg
1410,4,2,0.9451072229939882,0.9812839162149568,C:\Users\ilios\Desktop\images\1410.jpg
1411,3,2,0.6670740931565655,0.796078214115164,C:\Users\ilios\Desktop\images\1411.jpg
1412,4,2,0.783504013143818,0.8778808898092589,C:\Users\ilios\Desktop\images\1412.jpg
1413,1,4,0.4896543315937891,0.5739062229095862,C:\Users\ilios\Desktop\images\1413.jpg
1414,1,4,0.3272964656198559,0.39404216139018494,C:\Users\ilios\Desktop\images\1414.jpg
1415,5,2,0.47701296620141187,0.683277508130184,C:\Users\ilios\Desktop\images\1415.jpg
1418,1,2,0.670938424416659,0.8458081172220263,C:\Users\ilios\Desktop\images\1418.jpg
1420,1,2,0.8381427634565926,0.9300465286508213,C:\Users\ilios\Desktop\images\1420.jpg
1421,2,2,0.6487038874554676,0.8329661688922071,C:\Users\ilios\Desktop\images\1421.jpg
1422,3,2,0.93313958539837,0.9783441719775438,C:\Users\ilios\Desktop\images\1422.jpg
1424,1,2,0.7719431188722538,0.8971115197400998,C:\Users\ilios\Desktop\images\1424.jpg
1425,7,2,0.8157278961111373,0.9229916197879049,C:\Users\ilios\Desktop\images\1425.jpg
1426,3,2,0.9487256369726558,0.9826680029659383,C:\Users\ilios\Desktop\images\1426.jpg
1427,3,2,0.7449337780367244,0.8904599368787496,C:\Users\ilios\Desktop\images\1427.jpg
1428,1,2,0.7994943211929852,0.9123421029330977,C:\Users\ilios\Desktop\images\1428.jpg
1429,4,2,0.7427358550446295,0.8686236656567345,C:\Users\ilios\Desktop\images\1429.jpg
1431,8,2,0.6420345645818509,0.6684591472222511,C:\Users\ilios\Desktop\images\1431.jpg
1432,1,2,0.564143092313951,0.5502920614463899,C:\Users\ilios\Desktop\images\1432.jpg
1433,2,4,0.5116477621292967,0.6666928035393045,C:\Users\ilios\Desktop\images\1433.jpg
1438,15,2,0.5284792508265655,0.5290656083202041,C:\Users\ilios\Desktop\images\1438.jpg
1439,2,2,0.9266939221279151,0.9754644406220336,C:\Users\ilios\Desktop\images\1439.jpg
1440,2,2,0.986624485342636,0.9966200190289681,C:\Users\ilios\Desktop\images\1440.jpg
1441,2,2,0.9777340324652677,0.9934575906263522,C:\Users\ilios\Desktop\images\1441.jpg
1442,1,4,0.5571384510263471,0.6662544167582081,C:\Users\ilios\Desktop\images\1442.jpg
1443,1,2,0.8098355383219247,0.9092520576717472,C:\Users\ilios\Desktop\images\1443.jpg
1444,1,2,0.4699794659242954,0.48999779301152907,C:\Users\ilios\Desktop\images\1444.jpg
1446,2,2,0.8238276270868107,0.9133385252642214,C:\Users\ilios\Desktop\images\1446.jpg
1447,6,2,0.735488329980752,0.8286504515077658,C:\Users\ilios\Desktop\images\1447.jpg
1448,1,2,0.8751948609997956,0.9501258907318718,C:\Users\ilios\Desktop\images\1448.jpg
1450,2,2,0.681479841564296,0.7603671340827917,C:\Users\ilios\Desktop\images\1450.jpg
