image_id,vg_vehicle_objs,clip_count_pred,confidence,max_softmax,image_path
248,1,11,0.024428978,0.185595378,C:\Users\ilios\Desktop\images\248.jpg
250,3,11,0.036908957,0.139190421,C:\Users\ilios\Desktop\images\250.jpg
253,1,2,0.093178335,0.219260171,C:\Users\ilios\Desktop\images\253.jpg
261,2,2,0.015525701,0.132634938,C:\Users\ilios\Desktop\images\261.jpg
262,3,2,0.131725015,0.219132707,C:\Users\ilios\Desktop\images\262.jpg
269,1,1,0.092565715,0.199927792,C:\Users\ilios\Desktop\images\269.jpg
270,3,2,0.021901455,0.127088875,C:\Users\ilios\Desktop\images\270.jpg
271,3,0,0.035636896,0.193376347,C:\Users\ilios\Desktop\images\271.jpg
273,3,1,0.024906409,0.123411156,C:\Users\ilios\Desktop\images\273.jpg
276,3,2,0.05787235,0.177822113,C:\Users\ilios\Desktop\images\276.jpg
279,2,2,0.010287875,0.116033494,C:\Users\ilios\Desktop\images\279.jpg
280,1,1,0.185645427,0.409781486,C:\Users\ilios\Desktop\images\280.jpg
282,1,11,0.023243941,0.148750603,C:\Users\ilios\Desktop\images\282.jpg
290,4,4,0.076298625,0.158690974,C:\Users\ilios\Desktop\images\290.jpg
294,3,2,0.116271457,0.22824803,C:\Users\ilios\Desktop\images\294.jpg
301,4,4,0.062565391,0.175469935,C:\Users\ilios\Desktop\images\301.jpg
302,1,4,0.107223972,0.175005421,C:\Users\ilios\Desktop\images\302.jpg
303,2,9,0.024701083,0.126214594,C:\Users\ilios\Desktop\images\303.jpg
304,1,2,0.012719644,0.127925321,C:\Users\ilios\Desktop\images\304.jpg
306,1,4,0.041166208,0.114904061,C:\Users\ilios\Desktop\images\306.jpg
308,1,2,0.030483023,0.125829697,C:\Users\ilios\Desktop\images\308.jpg
310,1,11,0.043676365,0.217396721,C:\Users\ilios\Desktop\images\310.jpg
311,1,6,0.051121253,0.135398537,C:\Users\ilios\Desktop\images\311.jpg
313,2,4,0.04377567,0.118921451,C:\Users\ilios\Desktop\images\313.jpg
314,2,6,0.061383807,0.136226371,C:\Users\ilios\Desktop\images\314.jpg
316,2,1,0.239141657,0.398804218,C:\Users\ilios\Desktop\images\316.jpg
317,1,11,0.03341525,0.132439435,C:\Users\ilios\Desktop\images\317.jpg
318,1,2,0.065728753,0.22360307,C:\Users\ilios\Desktop\images\318.jpg
320,1,0,0.139004587,0.368571103,C:\Users\ilios\Desktop\images\320.jpg
321,2,2,0.030193168,0.150564402,C:\Users\ilios\Desktop\images\321.jpg
323,2,11,0.196225229,0.434860557,C:\Users\ilios\Desktop\images\323.jpg
327,3,11,0.164310144,0.411516607,C:\Users\ilios\Desktop\images\327.jpg
338,1,0,0.111387578,0.314142019,C:\Users\ilios\Desktop\images\338.jpg
340,1,1,0.017124173,0.113947324,C:\Users\ilios\Desktop\images\340.jpg
341,1,0,0.027115486,0.174703419,C:\Users\ilios\Desktop\images\341.jpg
343,1,11,0.781669483,0.90162158,C:\Users\ilios\Desktop\images\343.jpg
345,2,11,0.323104994,0.553758562,C:\Users\ilios\Desktop\images\345.jpg
355,3,11,0.029818304,0.155593142,C:\Users\ilios\Desktop\images\355.jpg
361,2,2,0.044059192,0.173414201,C:\Users\ilios\Desktop\images\361.jpg
362,4,2,0.043353312,0.136134565,C:\Users\ilios\Desktop\images\362.jpg
365,1,2,0.100914229,0.27343449,C:\Users\ilios\Desktop\images\365.jpg
366,1,2,0.029854956,0.1168015,C:\Users\ilios\Desktop\images\366.jpg
368,3,1,0.062621424,0.183464289,C:\Users\ilios\Desktop\images\368.jpg
400,3,11,0.012115084,0.123431712,C:\Users\ilios\Desktop\images\400.jpg
401,2,1,0.025570072,0.125993192,C:\Users\ilios\Desktop\images\401.jpg
422,2,9,0.027162883,0.120262407,C:\Users\ilios\Desktop\images\422.jpg
423,2,2,0.093511462,0.189270407,C:\Users\ilios\Desktop\images\423.jpg
426,3,2,0.027801025,0.157150507,C:\Users\ilios\Desktop\images\426.jpg
427,1,1,0.028701005,0.121213526,C:\Users\ilios\Desktop\images\427.jpg
428,4,1,0.05627714,0.148170188,C:\Users\ilios\Desktop\images\428.jpg
429,2,1,0.042767462,0.152033418,C:\Users\ilios\Desktop\images\429.jpg
435,1,2,0.02115662,0.131474108,C:\Users\ilios\Desktop\images\435.jpg
438,5,2,0.062088344,0.178910792,C:\Users\ilios\Desktop\images\438.jpg
439,2,1,0.062240611,0.218184084,C:\Users\ilios\Desktop\images\439.jpg
445,1,11,0.171076593,0.420535982,C:\Users\ilios\Desktop\images\445.jpg
451,5,2,0.018886234,0.157822922,C:\Users\ilios\Desktop\images\451.jpg
452,1,11,0.088733125,0.278916091,C:\Users\ilios\Desktop\images\452.jpg
455,1,2,0.050721923,0.210027665,C:\Users\ilios\Desktop\images\455.jpg
456,1,0,0.035710966,0.184119523,C:\Users\ilios\Desktop\images\456.jpg
457,2,11,0.126983426,0.3507559,C:\Users\ilios\Desktop\images\457.jpg
458,3,11,0.017742261,0.153193817,C:\Users\ilios\Desktop\images\458.jpg
459,5,11,0.065774904,0.273409188,C:\Users\ilios\Desktop\images\459.jpg
460,3,2,0.053260576,0.169336662,C:\Users\ilios\Desktop\images\460.jpg
462,3,2,0.072368936,0.167939797,C:\Users\ilios\Desktop\images\462.jpg
463,1,0,0.010892915,0.130198851,C:\Users\ilios\Desktop\images\463.jpg
464,2,2,0.104053989,0.222539172,C:\Users\ilios\Desktop\images\464.jpg
469,6,5,0.032840433,0.113183528,C:\Users\ilios\Desktop\images\469.jpg
471,3,9,0.02174084,0.125075877,C:\Users\ilios\Desktop\images\471.jpg
477,7,2,0.024496333,0.153407887,C:\Users\ilios\Desktop\images\477.jpg
479,1,3,0.107480437,0.188717932,C:\Users\ilios\Desktop\images\479.jpg
530,1,2,0.054219563,0.187561274,C:\Users\ilios\Desktop\images\530.jpg
539,1,1,0.054449836,0.162428513,C:\Users\ilios\Desktop\images\539.jpg
546,1,1,0.145661081,0.305330008,C:\Users\ilios\Desktop\images\546.jpg
581,6,10,0.078119597,0.153310269,C:\Users\ilios\Desktop\images\581.jpg
585,5,11,0.070767298,0.270656347,C:\Users\ilios\Desktop\images\585.jpg
587,2,11,0.049673417,0.17781724,C:\Users\ilios\Desktop\images\587.jpg
588,1,6,0.059613207,0.145345509,C:\Users\ilios\Desktop\images\588.jpg
589,3,11,0.051793359,0.236494228,C:\Users\ilios\Desktop\images\589.jpg
590,1,0,0.026349639,0.143195286,C:\Users\ilios\Desktop\images\590.jpg
594,1,0,0.097865715,0.199790999,C:\Users\ilios\Desktop\images\594.jpg
596,3,2,0.005419923,0.114579827,C:\Users\ilios\Desktop\images\596.jpg
597,3,11,0.045427296,0.216082573,C:\Users\ilios\Desktop\images\597.jpg
599,1,2,0.0346781,0.134245232,C:\Users\ilios\Desktop\images\599.jpg
600,1,11,0.083509307,0.290102065,C:\Users\ilios\Desktop\images\600.jpg
601,5,11,0.123284105,0.348239273,C:\Users\ilios\Desktop\images\601.jpg
604,1,2,0.035996408,0.167795375,C:\Users\ilios\Desktop\images\604.jpg
605,1,0,0.159145142,0.362829894,C:\Users\ilios\Desktop\images\605.jpg
606,4,11,0.035303865,0.178217456,C:\Users\ilios\Desktop\images\606.jpg
608,3,11,0.015206198,0.139052704,C:\Users\ilios\Desktop\images\608.jpg
610,2,11,0.026647074,0.119538821,C:\Users\ilios\Desktop\images\610.jpg
611,3,7,0.049647416,0.127991334,C:\Users\ilios\Desktop\images\611.jpg
612,5,7,0.064290129,0.140544817,C:\Users\ilios\Desktop\images\612.jpg
618,8,11,0.034251425,0.141216144,C:\Users\ilios\Desktop\images\618.jpg
619,3,1,0.075901885,0.204816848,C:\Users\ilios\Desktop\images\619.jpg
620,2,11,0.1335528,0.341778129,C:\Users\ilios\Desktop\images\620.jpg
621,2,11,0.211685647,0.452799559,C:\Users\ilios\Desktop\images\621.jpg
624,1,0,0.094376613,0.289751619,C:\Users\ilios\Desktop\images\624.jpg
625,3,2,0.03645014,0.146530494,C:\Users\ilios\Desktop\images\625.jpg
626,6,7,0.037794641,0.129248142,C:\Users\ilios\Desktop\images\626.jpg
627,2,0,0.031317088,0.145449817,C:\Users\ilios\Desktop\images\627.jpg
629,2,7,0.011818992,0.109370202,C:\Users\ilios\Desktop\images\629.jpg
630,2,11,0.344346392,0.599233389,C:\Users\ilios\Desktop\images\630.jpg
633,3,11,0.15568089,0.39628318,C:\Users\ilios\Desktop\images\633.jpg
636,1,11,0.027833647,0.186571419,C:\Users\ilios\Desktop\images\636.jpg
644,1,1,0.075282549,0.158588096,C:\Users\ilios\Desktop\images\644.jpg
646,1,9,0.07370864,0.138008699,C:\Users\ilios\Desktop\images\646.jpg
647,4,2,0.019523416,0.113752685,C:\Users\ilios\Desktop\images\647.jpg
677,1,2,0.057178464,0.159720063,C:\Users\ilios\Desktop\images\677.jpg
692,1,1,0.431835434,0.614193678,C:\Users\ilios\Desktop\images\692.jpg
698,1,11,0.022244656,0.144186199,C:\Users\ilios\Desktop\images\698.jpg
700,4,8,0.043210256,0.115366764,C:\Users\ilios\Desktop\images\700.jpg
712,1,2,0.069196842,0.196852341,C:\Users\ilios\Desktop\images\712.jpg
713,2,6,0.099063321,0.15605326,C:\Users\ilios\Desktop\images\713.jpg
714,4,6,0.046594968,0.138003945,C:\Users\ilios\Desktop\images\714.jpg
721,2,0,0.027595123,0.174325898,C:\Users\ilios\Desktop\images\721.jpg
723,1,2,0.019490794,0.129455894,C:\Users\ilios\Desktop\images\723.jpg
725,4,7,0.042721599,0.127222076,C:\Users\ilios\Desktop\images\725.jpg
726,2,1,0.041457598,0.146237448,C:\Users\ilios\Desktop\images\726.jpg
737,2,2,0.037006439,0.126046062,C:\Users\ilios\Desktop\images\737.jpg
741,1,0,0.110448068,0.313039392,C:\Users\ilios\Desktop\images\741.jpg
743,1,4,0.02815526,0.114638865,C:\Users\ilios\Desktop\images\743.jpg
747,1,2,0.095618643,0.199612916,C:\Users\ilios\Desktop\images\747.jpg
749,1,2,0.064951009,0.186520144,C:\Users\ilios\Desktop\images\749.jpg
753,1,2,0.035688131,0.142902091,C:\Users\ilios\Desktop\images\753.jpg
757,1,2,0.046329291,0.16917032,C:\Users\ilios\Desktop\images\757.jpg
760,1,2,0.056827011,0.195484474,C:\Users\ilios\Desktop\images\760.jpg
762,1,6,0.070154582,0.135212034,C:\Users\ilios\Desktop\images\762.jpg
763,3,2,0.029207412,0.123792738,C:\Users\ilios\Desktop\images\763.jpg
764,1,11,0.026764321,0.192466632,C:\Users\ilios\Desktop\images\764.jpg
765,1,7,0.004954774,0.104518816,C:\Users\ilios\Desktop\images\765.jpg
766,1,7,0.013156393,0.121148571,C:\Users\ilios\Desktop\images\766.jpg
767,2,11,0.191199013,0.442503214,C:\Users\ilios\Desktop\images\767.jpg
768,1,11,0.091781831,0.27521807,C:\Users\ilios\Desktop\images\768.jpg
770,3,9,0.033035781,0.136865616,C:\Users\ilios\Desktop\images\770.jpg
771,2,7,0.040329169,0.123274371,C:\Users\ilios\Desktop\images\771.jpg
772,7,1,0.006862194,0.10342475,C:\Users\ilios\Desktop\images\772.jpg
773,3,7,0.014935821,0.121529803,C:\Users\ilios\Desktop\images\773.jpg
778,1,2,0.012216403,0.137458876,C:\Users\ilios\Desktop\images\778.jpg
779,1,2,0.032160555,0.125867352,C:\Users\ilios\Desktop\images\779.jpg
782,3,0,0.056522284,0.180199459,C:\Users\ilios\Desktop\images\782.jpg
785,1,0,0.10131615,0.277932614,C:\Users\ilios\Desktop\images\785.jpg
788,4,6,0.053291183,0.147812635,C:\Users\ilios\Desktop\images\788.jpg
790,1,7,0.02970691,0.123390801,C:\Users\ilios\Desktop\images\790.jpg
792,7,7,0.054161708,0.130839765,C:\Users\ilios\Desktop\images\792.jpg
802,3,4,0.026573387,0.125112861,C:\Users\ilios\Desktop\images\802.jpg
804,1,2,0.014067503,0.131067529,C:\Users\ilios\Desktop\images\804.jpg
806,8,8,0.112866885,0.145600677,C:\Users\ilios\Desktop\images\806.jpg
807,3,2,0.145707423,0.339368582,C:\Users\ilios\Desktop\images\807.jpg
809,2,7,0.030731141,0.117476717,C:\Users\ilios\Desktop\images\809.jpg
812,1,0,0.01874855,0.130042717,C:\Users\ilios\Desktop\images\812.jpg
819,3,10,0.065037074,0.147323906,C:\Users\ilios\Desktop\images\819.jpg
820,2,7,0.016999058,0.120568134,C:\Users\ilios\Desktop\images\820.jpg
821,3,1,0.040564622,0.158989087,C:\Users\ilios\Desktop\images\821.jpg
822,3,2,0.050928784,0.157209098,C:\Users\ilios\Desktop\images\822.jpg
823,1,2,0.035821785,0.133059174,C:\Users\ilios\Desktop\images\823.jpg
827,4,9,0.063141167,0.132063314,C:\Users\ilios\Desktop\images\827.jpg
829,2,2,0.079491443,0.193917692,C:\Users\ilios\Desktop\images\829.jpg
833,1,3,0.0558449,0.143164083,C:\Users\ilios\Desktop\images\833.jpg
834,3,7,0.067110769,0.148953915,C:\Users\ilios\Desktop\images\834.jpg
835,4,2,0.072533869,0.158233002,C:\Users\ilios\Desktop\images\835.jpg
836,1,9,0.05979445,0.155750886,C:\Users\ilios\Desktop\images\836.jpg
837,3,1,0.113784423,0.205756813,C:\Users\ilios\Desktop\images\837.jpg
838,1,2,0.090563212,0.201096967,C:\Users\ilios\Desktop\images\838.jpg
839,6,7,0.050816718,0.126760662,C:\Users\ilios\Desktop\images\839.jpg
848,5,3,0.117317468,0.197007582,C:\Users\ilios\Desktop\images\848.jpg
849,4,2,0.13416398,0.186884314,C:\Users\ilios\Desktop\images\849.jpg
850,1,2,0.068336872,0.165873602,C:\Users\ilios\Desktop\images\850.jpg
857,2,11,0.173878428,0.414549053,C:\Users\ilios\Desktop\images\857.jpg
858,7,11,0.068373812,0.273643434,C:\Users\ilios\Desktop\images\858.jpg
861,1,11,0.067141952,0.268664092,C:\Users\ilios\Desktop\images\861.jpg
863,3,2,0.05155829,0.159972548,C:\Users\ilios\Desktop\images\863.jpg
864,1,0,0.078135332,0.20074524,C:\Users\ilios\Desktop\images\864.jpg
867,1,2,0.011396635,0.113082938,C:\Users\ilios\Desktop\images\867.jpg
868,5,7,0.072978198,0.150673971,C:\Users\ilios\Desktop\images\868.jpg
869,1,7,0.06138304,0.131681651,C:\Users\ilios\Desktop\images\869.jpg
871,5,2,0.032177921,0.161189541,C:\Users\ilios\Desktop\images\871.jpg
872,1,2,0.009941507,0.135134667,C:\Users\ilios\Desktop\images\872.jpg
873,1,2,0.009314592,0.1303799,C:\Users\ilios\Desktop\images\873.jpg
874,1,0,0.246420605,0.391680717,C:\Users\ilios\Desktop\images\874.jpg
875,1,0,0.034840346,0.196991146,C:\Users\ilios\Desktop\images\875.jpg
876,6,11,0.083933103,0.271987736,C:\Users\ilios\Desktop\images\876.jpg
887,1,2,0.250278334,0.351102412,C:\Users\ilios\Desktop\images\887.jpg
888,5,11,0.183768325,0.271596938,C:\Users\ilios\Desktop\images\888.jpg
901,2,1,0.111523151,0.294120997,C:\Users\ilios\Desktop\images\901.jpg
913,2,1,0.113088138,0.261931539,C:\Users\ilios\Desktop\images\913.jpg
921,1,11,0.326874931,0.575311422,C:\Users\ilios\Desktop\images\921.jpg
928,2,2,0.11792222,0.23186183,C:\Users\ilios\Desktop\images\928.jpg
953,6,1,0.205237598,0.407999009,C:\Users\ilios\Desktop\images\953.jpg
960,1,1,0.133460787,0.251426756,C:\Users\ilios\Desktop\images\960.jpg
963,3,1,0.092000493,0.24353829,C:\Users\ilios\Desktop\images\963.jpg
985,3,2,0.063379978,0.209596217,C:\Users\ilios\Desktop\images\985.jpg
1010,2,1,0.015066692,0.120994128,C:\Users\ilios\Desktop\images\1010.jpg
1066,1,1,0.094939245,0.28461352,C:\Users\ilios\Desktop\images\1066.jpg
1074,2,3,0.028419977,0.114507638,C:\Users\ilios\Desktop\images\1074.jpg
1099,1,10,0.04614066,0.151526049,C:\Users\ilios\Desktop\images\1099.jpg
1124,2,11,0.553359742,0.750049949,C:\Users\ilios\Desktop\images\1124.jpg
1198,1,1,0.034203548,0.164105698,C:\Users\ilios\Desktop\images\1198.jpg
1228,1,1,0.205452374,0.410480261,C:\Users\ilios\Desktop\images\1228.jpg
1229,1,1,0.056940708,0.174000353,C:\Users\ilios\Desktop\images\1229.jpg
1258,1,1,0.045356679,0.161089331,C:\Users\ilios\Desktop\images\1258.jpg
1259,8,7,0.072790718,0.142258584,C:\Users\ilios\Desktop\images\1259.jpg
1269,1,1,0.067611515,0.18351078,C:\Users\ilios\Desktop\images\1269.jpg
1287,4,11,0.11432182,0.309951305,C:\Users\ilios\Desktop\images\1287.jpg
1317,1,1,0.245834515,0.396904886,C:\Users\ilios\Desktop\images\1317.jpg
1321,1,1,0.099108416,0.243552715,C:\Users\ilios\Desktop\images\1321.jpg
1324,10,2,0.044208677,0.164561689,C:\Users\ilios\Desktop\images\1324.jpg
1380,3,11,0.072010096,0.25350666,C:\Users\ilios\Desktop\images\1380.jpg
1382,3,2,0.02215082,0.130819306,C:\Users\ilios\Desktop\images\1382.jpg
1383,3,11,0.045296041,0.184348151,C:\Users\ilios\Desktop\images\1383.jpg
1385,2,2,0.057054021,0.212640837,C:\Users\ilios\Desktop\images\1385.jpg
1403,3,2,0.032774902,0.162275612,C:\Users\ilios\Desktop\images\1403.jpg
1404,3,2,0.070474565,0.167331263,C:\Users\ilios\Desktop\images\1404.jpg
1405,1,11,0.035457571,0.186635107,C:\Users\ilios\Desktop\images\1405.jpg
1406,2,2,0.162998169,0.257485181,C:\Users\ilios\Desktop\images\1406.jpg
1407,1,11,0.017426021,0.130445942,C:\Users\ilios\Desktop\images\1407.jpg
1408,1,2,0.071661425,0.207334235,C:\Users\ilios\Desktop\images\1408.jpg
1410,4,2,0.142349001,0.220943391,C:\Users\ilios\Desktop\images\1410.jpg
1411,3,4,0.04380359,0.143020555,C:\Users\ilios\Desktop\images\1411.jpg
1412,4,6,0.031725724,0.132590786,C:\Users\ilios\Desktop\images\1412.jpg
1413,1,11,0.028971671,0.175640926,C:\Users\ilios\Desktop\images\1413.jpg
1414,1,11,0.007390764,0.112184577,C:\Users\ilios\Desktop\images\1414.jpg
1415,5,4,0.04202138,0.143874034,C:\Users\ilios\Desktop\images\1415.jpg
1418,1,2,0.009375901,0.114339553,C:\Users\ilios\Desktop\images\1418.jpg
1420,1,1,0.057516196,0.185889751,C:\Users\ilios\Desktop\images\1420.jpg
1421,2,2,0.038962504,0.172304735,C:\Users\ilios\Desktop\images\1421.jpg
1422,3,4,0.06486696,0.155661955,C:\Users\ilios\Desktop\images\1422.jpg
1424,1,2,0.041371438,0.170978636,C:\Users\ilios\Desktop\images\1424.jpg
1425,7,6,0.037560435,0.126493797,C:\Users\ilios\Desktop\images\1425.jpg
1426,3,6,0.024930876,0.112102985,C:\Users\ilios\Desktop\images\1426.jpg
1427,3,11,0.046047496,0.181218415,C:\Users\ilios\Desktop\images\1427.jpg
1428,1,9,0.037799822,0.118893407,C:\Users\ilios\Desktop\images\1428.jpg
1429,4,4,0.061483208,0.177158818,C:\Users\ilios\Desktop\images\1429.jpg
1431,8,7,0.014851579,0.113888375,C:\Users\ilios\Desktop\images\1431.jpg
1432,1,11,0.140026323,0.34132877,C:\Users\ilios\Desktop\images\1432.jpg
1433,2,11,0.290953592,0.539674342,C:\Users\ilios\Desktop\images\1433.jpg
1438,15,11,0.110248787,0.315066874,C:\Users\ilios\Desktop\images\1438.jpg
1439,2,11,0.091506848,0.284651935,C:\Users\ilios\Desktop\images\1439.jpg
1440,2,2,0.050595753,0.143882275,C:\Users\ilios\Desktop\images\1440.jpg
1441,2,3,0.021721171,0.108318396,C:\Users\ilios\Desktop\images\1441.jpg
1442,1,11,0.068375635,0.247406512,C:\Users\ilios\Desktop\images\1442.jpg
1443,1,6,0.060411196,0.144697994,C:\Users\ilios\Desktop\images\1443.jpg
1444,1,11,0.54413725,0.75029099,C:\Users\ilios\Desktop\images\1444.jpg
1446,2,2,0.032472765,0.121523134,C:\Users\ilios\Desktop\images\1446.jpg
1447,6,7,0.03801954,0.122150384,C:\Users\ilios\Desktop\images\1447.jpg
1448,1,6,0.022688697,0.110616893,C:\Users\ilios\Desktop\images\1448.jpg
1450,2,4,0.009863215,0.105625831,C:\Users\ilios\Desktop\images\1450.jpg
1452,1,11,0.076084472,0.273100674,C:\Users\ilios\Desktop\images\1452.jpg
1453,4,11,0.071447656,0.271490067,C:\Users\ilios\Desktop\images\1453.jpg
1454,2,8,0.015605816,0.114555053,C:\Users\ilios\Desktop\images\1454.jpg
1455,5,2,0.011917529,0.112034209,C:\Users\ilios\Desktop\images\1455.jpg
1456,1,3,0.023481121,0.133312851,C:\Users\ilios\Desktop\images\1456.jpg
1457,1,3,0.013536246,0.106639214,C:\Users\ilios\Desktop\images\1457.jpg
1459,2,1,0.079567145,0.18553251,C:\Users\ilios\Desktop\images\1459.jpg
1460,3,7,0.042202144,0.12132106,C:\Users\ilios\Desktop\images\1460.jpg
1461,4,3,0.089978897,0.155661881,C:\Users\ilios\Desktop\images\1461.jpg
1462,1,6,0.039048568,0.104996108,C:\Users\ilios\Desktop\images\1462.jpg
1464,1,1,0.103797811,0.201700717,C:\Users\ilios\Desktop\images\1464.jpg
1465,4,1,0.143128376,0.208615959,C:\Users\ilios\Desktop\images\1465.jpg
1466,1,2,0.080787299,0.147910163,C:\Users\ilios\Desktop\images\1466.jpg
1467,2,2,0.119492484,0.166850656,C:\Users\ilios\Desktop\images\1467.jpg
1468,1,1,0.130558783,0.296563298,C:\Users\ilios\Desktop\images\1468.jpg
1469,4,4,0.061845119,0.141555786,C:\Users\ilios\Desktop\images\1469.jpg
1470,5,1,0.236430156,0.454379112,C:\Users\ilios\Desktop\images\1470.jpg
1471,2,1,0.170862152,0.330568224,C:\Users\ilios\Desktop\images\1471.jpg
1472,11,4,0.103640458,0.171849161,C:\Users\ilios\Desktop\images\1472.jpg
1473,3,2,0.120788244,0.231339782,C:\Users\ilios\Desktop\images\1473.jpg
1474,3,1,0.183157625,0.3059434,C:\Users\ilios\Desktop\images\1474.jpg
1475,4,7,0.034938787,0.106213145,C:\Users\ilios\Desktop\images\1475.jpg
1477,2,1,0.103405389,0.254472435,C:\Users\ilios\Desktop\images\1477.jpg
1478,1,0,0.098909903,0.245160103,C:\Users\ilios\Desktop\images\1478.jpg
1479,4,6,0.027210089,0.120629273,C:\Users\ilios\Desktop\images\1479.jpg
1480,2,2,0.207422016,0.387356758,C:\Users\ilios\Desktop\images\1480.jpg
1481,2,3,0.122416459,0.227771014,C:\Users\ilios\Desktop\images\1481.jpg
1483,1,10,0.008972158,0.116032712,C:\Users\ilios\Desktop\images\1483.jpg
1484,1,0,0.068557262,0.270282835,C:\Users\ilios\Desktop\images\1484.jpg
1485,1,4,0.01396791,0.111728631,C:\Users\ilios\Desktop\images\1485.jpg
1486,2,2,0.078527083,0.241446257,C:\Users\ilios\Desktop\images\1486.jpg
1487,3,2,0.025067983,0.118578404,C:\Users\ilios\Desktop\images\1487.jpg
1491,1,2,0.069636854,0.181549594,C:\Users\ilios\Desktop\images\1491.jpg
1492,3,4,0.085029007,0.153947577,C:\Users\ilios\Desktop\images\1492.jpg
1494,1,1,0.101038288,0.247019425,C:\Users\ilios\Desktop\images\1494.jpg
1495,1,2,0.05650511,0.213855281,C:\Users\ilios\Desktop\images\1495.jpg
1496,1,11,0.189776124,0.317233622,C:\Users\ilios\Desktop\images\1496.jpg
1497,3,4,0.052139919,0.139377519,C:\Users\ilios\Desktop\images\1497.jpg
1498,1,2,0.053395094,0.166242197,C:\Users\ilios\Desktop\images\1498.jpg
1499,1,11,0.086368998,0.238413587,C:\Users\ilios\Desktop\images\1499.jpg
